question_id,evaluation_group,question,gold_sql,baseline_generated_sql,repaired_generated_sql,before_EX,before_Inv,before_asa_strict,before_asa_lower_bound,before_fcr_hard_finding_codes,after_EX,after_Inv,after_asa_strict,after_asa_lower_bound,after_fcr_hard_finding_codes,verifier_caught,verifier_actionable,verifier_answers_question,verifier_mismatch_type,verifier_mismatch_detail,verifier_repair_hint,verifier_confidence,verifier_failed_evidence,repair_attempted,repair_generated,repair_status,repair_mode,repair_error,repair_edit_summary,repair_confidence,final_sql_repaired,missed_by_verifier,caught_but_not_actionable,actionable_but_not_attempted,attempted_but_no_sql,generated_but_inv_not_fixed,inv_fixed,fixed_but_ex_broken,fixed_and_ex_preserved,harmful_gate_accept,over_repair_candidate,primary_bottleneck
booksql_072870,B_wrong_executable,What our monthly spend on Jorge Edwards,"select date(transaction_date, 'start of month'), sum(debit) from master_txn_table where vendor = ""Jorge Edwards"" group by date(transaction_date, 'start of month')","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Jorge Edwards'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT SUM(master_txn_table.Amount) AS Monthly_Spend
FROM master_txn_table
JOIN employees ON master_txn_table.businessID = employees.businessID
WHERE employees.Employee_name = 'Jorge Edwards'
AND master_txn_table.Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",0,,0,0,[],0,,0,0,[],True,True,False,computation_logic_error,"The profile topology has a temporal filter, but the intent requires grouping by month.",Consider adding a GROUP BY clause with the 'month' granularity to match the intent's time requirement.,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072875,A_correct_executable,What was the max bill Paula Johnson received from Tanya Long?,"select max(credit) from master_txn_table where customers = ""Paula Johnson"" and transaction_type = 'bill' and vendor = ""Tanya Long""","SELECT MAX(master_txn_table.Amount) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
JOIN employees ON master_txn_table.businessID = employees.businessID 
WHERE customers.customer_full_name = 'Paula Johnson' 
AND employees.Employee_name = 'Tanya Long';","SELECT MAX(master_txn_table.Amount) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
JOIN employees ON master_txn_table.businessID = employees.businessID 
WHERE customers.customer_full_name = 'Paula Johnson' 
AND employees.Employee_name = 'Tanya Long';",1,1,1,1,[],1,1,1,1,[],True,True,False,computation_logic_error,"The profile topology has group_by: 'none', but the intent requires grouping by period.",Consider adding a group_by clause to aggregate the bills by period.,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072878,B_wrong_executable,How many James Moran invoices are still oustanding?,"select count(distinct transaction_id) from master_txn_table where customers = ""James Moran"" and transaction_type = 'invoice' and open_balance>0","SELECT COUNT(*) 
FROM master_txn_table 
WHERE Customers = 'James Moran' AND AR_paid = 'No';",SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'James Moran' AND AR_paid = 'No' GROUP BY Transaction_ID;,1,1,1,1,[],0,,0,0,[],True,True,False,computation_logic_error,"The intent requires grouping by invoices, but the profile topology has group_by: 'none'.",Consider adding a group_by clause for invoices to match the intent's aggregation requirement.,high,"[""The term 'invoices' implies a transaction or document type, but its specific role (e.g., customer invoice, vendor invoice) is not explicitly defined in relation to a specific role.""]",True,True,success,semantic,,Added a GROUP BY clause for invoices to match the intent's aggregation requirement.,high,True,False,False,False,False,False,False,False,False,True,True,not_primary_cohort
booksql_072882,B_wrong_executable,Did we receive payment from Jacob Olson partnership Last 30 days?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Jacob Olson"" and transaction_date BETWEEN date( current_date, ""-30 days"") AND date( current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'Jacob Olson partnership' 
  AND transaction_date BETWEEN date('now','-30 days') AND date('now');","SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'Jacob Olson partnership' AND transaction_date BETWEEN date('now','-30 days') AND date('now');",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The intent requires a boolean existence check, but the profile measures the count of distinct transactions.","Check if the profile measures the correct financial measure, and adjust the measure accordingly.",medium,"[""The intent requires a boolean existence check, but the profile measures the count of distinct transactions.""]",True,True,success,semantic,,Changed COUNT(DISTINCT transaction_id) to COUNT(*) to match the boolean existence check required by the intent.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072886,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072888,A_correct_executable,What was the average invoice value for Manufacturing peppermint oil in MTD?,"select avg(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""Manufacturing peppermint oil"") and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) ","SELECT AVG(Credit) AS average_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Manufacturing peppermint oil'
  AND Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');","SELECT AVG(Credit) AS average_invoice_value
FROM master_txn_table
WHERE Product_Service = 'Manufacturing peppermint oil'
  AND Transaction_DATE BETWEEN date('now', 'start of month') AND date('now');",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072890,B_wrong_executable,Did we receive payment from David Greene partnership This year to date?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""David Greene"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) ","SELECT COUNT(DISTINCT transaction_id) 
FROM master_txn_table 
WHERE Customers = 'David Greene partnership' 
  AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');","SELECT COUNT(*) FROM master_txn_table WHERE Customers = 'David Greene partnership' AND Transaction_DATE BETWEEN date('now', 'start of year') AND date('now');",0,,0,0,[],0,,0,0,[],True,True,False,financial_measure_error,"The intent requires a measure kind of 'existence' or 'amount', but the profile measures 'COUNT(DISTINCT transaction_id)' which is a count measure.",Check if the measure kind is 'existence' or 'amount' and adjust the SQL accordingly.,high,"[""COUNT(DISTINCT transaction_id)""]",True,True,success,semantic,,Changed the count measure to existence measure by replacing COUNT(DISTINCT transaction_id) with COUNT(*).,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072900,A_correct_executable,Check the sales receipts record and compute the average quantities ordered with the payment method [payment_method].,"SELECT avg(quantity_per_transaction) FROM (select transaction_id, sum(quantity) as quantity_per_transaction from master_txn_table where transaction_type = 'sales receipt' and payment_method  =  ""[payment_method]"" group by transaction_id) ","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'","SELECT AVG(Quantity) 
FROM master_txn_table 
WHERE payment_method = '[payment_method]'",1,,,0,[],1,,,0,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072901,A_correct_executable,"As of in q2 this year, how many invoices for Dustin Edwards remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""Dustin Edwards"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date, 'start of year','+3 month') AND date(current_date, 'start of year', '+6 month', '-1 day') ","SELECT COUNT(*) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
WHERE customers.customer_full_name = 'Dustin Edwards' 
  AND master_txn_table.Transaction_TYPE = 'invoice' 
  AND master_txn_table.AR_paid = 'No' 
  AND master_txn_table.Transaction_DATE BETWEEN date('now','-3 months') AND date('now','-1 month');","SELECT COUNT(DISTINCT master_txn_table.Transaction_ID) 
FROM master_txn_table 
JOIN customers ON master_txn_table.Customers = customers.customer_name 
WHERE customers.customer_full_name = 'Dustin Edwards' 
  AND master_txn_table.Transaction_TYPE = 'invoice' 
  AND master_txn_table.AR_paid = 'No' 
  AND master_txn_table.Transaction_DATE BETWEEN date('now','-3 months') AND date('now','-1 month');",1,1,1,1,[],1,1,1,1,[],True,True,False,financial_measure_error,"The profile measures row_count, but the intent requires count of invoices.",Consider using a distinct count or a count of invoices instead of row_count.,high,"[""COUNT(*) counts transaction lines, not necessarily distinct transactions or invoices.""]",True,True,success,semantic,,Changed COUNT(*) to COUNT(DISTINCT master_txn_table.Transaction_ID) to count distinct invoices.,high,True,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072902,A_correct_executable,How much did Arthur Walker spend on Accounts Receivable (A/R) in July during last year?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""Arthur Walker"" and instr(account,""Accounts Receivable (A/R)"") and strftime(""%m"", transaction_date) = '07' and strftime(""%Y"", transaction_date) = strftime('%Y', current_date) - 1 and account_type in ('Expense','Other Expense')","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
WHERE employees.Employee_name = 'Arthur Walker' 
AND master_txn_table.Transaction_TYPE = 'A/R' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year'), 'start of month') || '-07';","SELECT SUM(Credit) 
FROM master_txn_table 
JOIN employees ON master_txn_table.businessID = employees.businessID 
WHERE employees.Employee_name = 'Arthur Walker' 
AND master_txn_table.Transaction_TYPE = 'A/R' 
AND strftime('%Y-%m', master_txn_table.Transaction_DATE) = strftime('%Y-%m', date('now', '-1 year'), 'start of month') || '-07';",1,0,0,0,"[""posting_side_reversal""]",1,0,0,0,"[""posting_side_reversal""]",False,False,True,,,,high,[],False,False,skipped,,,,,False,True,False,False,False,False,False,False,False,False,False,verifier_miss
booksql_072906,C_non_executable,What acount had our biggest expense in q1 this year?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date, 'start of year', '+3 month', '-1 day') group by account order by sum(debit) desc limit 1","SELECT Account, SUM(Amount) AS Total_Expense
FROM master_txn_table
WHERE Transaction_DATE BETWEEN date('now', 'start of year', '+1 month') AND date('now', 'start of year', '+3 month')
  AND Transaction_TYPE = 'expense'
GROUP BY Account
ORDER BY Total_Expense DESC
LIMIT 1;","SELECT DISTINCT Account AS Account_name FROM master_txn_table WHERE Transaction_DATE BETWEEN date('now', 'start of year', '+1 month') AND date('now', 'start of year', '+3 month') AND Transaction_TYPE = 'expense' GROUP BY Account ORDER BY Total_Expense DESC LIMIT 1;",1,1,1,1,[],0,,0,0,[],True,True,False,financial_measure_error,The profile measures 'flow' (SUM(Amount)) while the intent requires 'identifier' (account name).,"Consider using a financial measure that identifies account names, such as a distinct count of account names, instead of summing transaction amounts.",high,"[""The profile measures 'flow' (SUM(Amount)) while the intent requires 'identifier' (account name).""]",True,True,success,semantic,,Changed SUM(Amount) to a distinct count of account names.,high,True,False,False,False,False,False,False,False,False,True,True,not_primary_cohort
booksql_072907,A_correct_executable,Did we receive payment from Raymond Conrad partnership This month to date?,"select transaction_id from master_txn_table where transaction_type = 'payment' and customers = ""Raymond Conrad"" and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) ","SELECT DISTINCT transaction_id, amount 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('now', 'start of month') AND date('now') 
AND Customers = 'Raymond Conrad partnership';","SELECT DISTINCT transaction_id, amount 
FROM master_txn_table 
WHERE transaction_date BETWEEN date('now', 'start of month') AND date('now') 
AND Customers = 'Raymond Conrad partnership';",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
booksql_072909,A_correct_executable,What acount had our biggest expense This year?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) group by account order by sum(debit) desc limit 1","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;","SELECT account, SUM(debit) AS total_debit
FROM master_txn_table
WHERE transaction_date BETWEEN date('now', 'start of year') AND date('now')
GROUP BY account
ORDER BY total_debit DESC
LIMIT 1;",1,1,1,1,[],1,1,1,1,[],False,False,True,,,,high,[],False,False,skipped,,,,,False,False,False,False,False,False,False,False,False,False,False,not_primary_cohort
